"Type","Slug","Status","URL"
"Module","rice-milling-mod-12","404","https://riseafricaskills.com/rice-milling-module-12.html"
"Module","flour-milling-mod-1","404","https://riseafricaskills.com/flour-milling-module-1.html"
"Module","flour-milling-mod-12","404","https://riseafricaskills.com/flour-milling-module-12.html"
"Module","chocolate-candy-mod-1","404","https://riseafricaskills.com/chocolate-candy-module-1.html"
"Module","chocolate-candy-mod-12","404","https://riseafricaskills.com/chocolate-candy-module-12.html"
"Module","ice-cream-production-mod-1","404","https://riseafricaskills.com/ice-cream-production-module-1.html"
"Module","ice-cream-production-mod-12","404","https://riseafricaskills.com/ice-cream-production-module-12.html"
"Module","yogurt-production-mod-1","404","https://riseafricaskills.com/yogurt-production-module-1.html"
"Module","yogurt-production-mod-12","404","https://riseafricaskills.com/yogurt-production-module-12.html"
"Module","cement-blocks-mod-1","404","https://riseafricaskills.com/cement-blocks-module-1.html"
"Module","cement-blocks-mod-12","404","https://riseafricaskills.com/cement-blocks-module-12.html"
"Module","roofing-sheets-mod-1","404","https://riseafricaskills.com/roofing-sheets-module-1.html"
"Module","roofing-sheets-mod-12","404","https://riseafricaskills.com/roofing-sheets-module-12.html"
"Module","tiles-ceramics-mod-1","404","https://riseafricaskills.com/tiles-ceramics-module-1.html"
"Module","tiles-ceramics-mod-12","404","https://riseafricaskills.com/tiles-ceramics-module-12.html"
"Module","pvc-plumbing-pipes-mod-1","404","https://riseafricaskills.com/pvc-plumbing-pipes-module-1.html"
"Module","pvc-plumbing-pipes-mod-12","404","https://riseafricaskills.com/pvc-plumbing-pipes-module-12.html"
"Module","steel-fabrication-mod-1","404","https://riseafricaskills.com/steel-fabrication-module-1.html"
"Module","steel-fabrication-mod-12","404","https://riseafricaskills.com/steel-fabrication-module-12.html"
"Module","aluminum-windows-doors-mod-1","404","https://riseafricaskills.com/aluminum-windows-doors-module-1.html"
"Module","aluminum-windows-doors-mod-12","404","https://riseafricaskills.com/aluminum-windows-doors-module-12.html"
"Module","glass-processing-mod-1","404","https://riseafricaskills.com/glass-processing-module-1.html"
"Module","glass-processing-mod-12","404","https://riseafricaskills.com/glass-processing-module-12.html"
"Module","furniture-manufacturing-mod-1","404","https://riseafricaskills.com/furniture-manufacturing-module-1.html"
"Module","furniture-manufacturing-mod-12","404","https://riseafricaskills.com/furniture-manufacturing-module-12.html"
"Module","solar-panel-assembly-mod-1","404","https://riseafricaskills.com/solar-panel-assembly-module-1.html"
"Module","solar-panel-assembly-mod-12","404","https://riseafricaskills.com/solar-panel-assembly-module-12.html"
"Module","solar-inverters-batteries-mod-1","404","https://riseafricaskills.com/solar-inverters-batteries-module-1.html"
"Module","solar-inverters-batteries-mod-12","404","https://riseafricaskills.com/solar-inverters-batteries-module-12.html"
"Module","briquettes-pellets-mod-1","404","https://riseafricaskills.com/briquettes-pellets-module-1.html"
"Module","briquettes-pellets-mod-12","404","https://riseafricaskills.com/briquettes-pellets-module-12.html"
"Module","biogas-systems-mod-1","404","https://riseafricaskills.com/biogas-systems-module-1.html"
"Module","biogas-systems-mod-12","404","https://riseafricaskills.com/biogas-systems-module-12.html"
"Module","auto-parts-assembly-mod-1","404","https://riseafricaskills.com/auto-parts-assembly-module-1.html"
"Module","auto-parts-assembly-mod-12","404","https://riseafricaskills.com/auto-parts-assembly-module-12.html"
"Module","ev-motorbike-assembly-mod-1","404","https://riseafricaskills.com/ev-motorbike-assembly-module-1.html"
"Module","ev-motorbike-assembly-mod-12","404","https://riseafricaskills.com/ev-motorbike-assembly-module-12.html"
"Module","electronics-assembly-mod-1","404","https://riseafricaskills.com/electronics-assembly-module-1.html"
"Module","electronics-assembly-mod-12","404","https://riseafricaskills.com/electronics-assembly-module-12.html"
"Module","packaging-materials-mod-1","404","https://riseafricaskills.com/packaging-materials-module-1.html"
"Module","packaging-materials-mod-12","404","https://riseafricaskills.com/packaging-materials-module-12.html"
"Module","detergents-manufacturing-mod-1","404","https://riseafricaskills.com/detergents-manufacturing-module-1.html"
"Module","detergents-manufacturing-mod-12","404","https://riseafricaskills.com/detergents-manufacturing-module-12.html"
"Module","pharmaceuticals-mod-1","404","https://riseafricaskills.com/pharmaceuticals-module-1.html"
"Module","pharmaceuticals-mod-12","404","https://riseafricaskills.com/pharmaceuticals-module-12.html"
"Module","sanitary-pads-mod-1","404","https://riseafricaskills.com/sanitary-pads-module-1.html"
"Module","sanitary-pads-mod-12","404","https://riseafricaskills.com/sanitary-pads-module-12.html"
"Module","tissues-paper-products-mod-1","404","https://riseafricaskills.com/tissues-paper-products-module-1.html"
"Module","tissues-paper-products-mod-12","404","https://riseafricaskills.com/tissues-paper-products-module-12.html"
"Module","fertilizer-blending-mod-1","404","https://riseafricaskills.com/fertilizer-blending-module-1.html"
"Module","fertilizer-blending-mod-12","404","https://riseafricaskills.com/fertilizer-blending-module-12.html"
"Module","pesticides-agrochemicals-mod-1","404","https://riseafricaskills.com/pesticides-agrochemicals-module-1.html"
"Module","pesticides-agrochemicals-mod-12","404","https://riseafricaskills.com/pesticides-agrochemicals-module-12.html"
"Module","barbering-grooming-mod-12","404","https://riseafricaskills.com/barbering-grooming-module-12.html"
"Module","hair-salon-beauty-mod-12","404","https://riseafricaskills.com/hair-salon-beauty-module-12.html"
"Module","social-media-influencer-mod-12","404","https://riseafricaskills.com/social-media-influencer-module-12.html"
"Module","dj-event-entertainment-mod-12","404","https://riseafricaskills.com/dj-event-entertainment-module-12.html"
"Module","agricultural-produce-sourcing-mod-12","404","https://riseafricaskills.com/agricultural-produce-sourcing-module-12.html"
"Module","sourcing-reselling-mod-12","404","https://riseafricaskills.com/sourcing-reselling-module-12.html"
"Module","basic-first-aid-mod-12","404","https://riseafricaskills.com/basic-first-aid-module-12.html"
"Module","massage-spa-home-mod-12","404","https://riseafricaskills.com/massage-spa-home-module-12.html"
"Module","errands-personal-assistant-mod-12","404","https://riseafricaskills.com/errands-personal-assistant-module-12.html"
"Module","crisis-response-underserved-mod-12","404","https://riseafricaskills.com/crisis-response-underserved-module-12.html"
"Module","home-office-cleaning-mod-12","404","https://riseafricaskills.com/home-office-cleaning-module-12.html"
"Module","car-washing-detailing-mod-12","404","https://riseafricaskills.com/car-washing-detailing-module-12.html"
"Module","pest-control-basic-mod-12","404","https://riseafricaskills.com/pest-control-basic-module-12.html"
"Module","event-services-mod-12","404","https://riseafricaskills.com/event-services-module-12.html"
"Module","recycling-green-business-mod-12","404","https://riseafricaskills.com/recycling-green-business-module-12.html"
"Module","transport-logistics-mod-12","404","https://riseafricaskills.com/transport-logistics-module-12.html"
"Module","herbal-skincare-products-mod-12","404","https://riseafricaskills.com/herbal-skincare-products-module-12.html"
"Module","education-training-business-mod-12","404","https://riseafricaskills.com/education-training-business-module-12.html"
"Module","small-kiosk-tuck-shop-mod-12","404","https://riseafricaskills.com/small-kiosk-tuck-shop-module-12.html"
"Module","reselling-social-media-mod-12","404","https://riseafricaskills.com/reselling-social-media-module-12.html"
"Module","tech-digital-services-mod-12","404","https://riseafricaskills.com/tech-digital-services-module-12.html"
"Module","thrift-shop-okrika-mod-12","404","https://riseafricaskills.com/thrift-shop-okrika-module-12.html"
"Module","home-based-catering-mod-12","404","https://riseafricaskills.com/home-based-catering-module-12.html"
"Module","maximise-1-hectare-vegetables-mod-12","404","https://riseafricaskills.com/maximise-1-hectare-vegetables-module-12.html"
"Module","snail-farming-mod-12","404","https://riseafricaskills.com/snail-farming-module-12.html"
"Module","seedling-nursery-farmers-mod-12","404","https://riseafricaskills.com/seedling-nursery-farmers-module-12.html"
"Module","how-to-start-a-business-mod-12","404","https://riseafricaskills.com/how-to-start-a-business-module-12.html"
"Module","mushroom-seed-production-mod-12","404","https://riseafricaskills.com/mushroom-seed-production-module-12.html"
"Module","brick-making-business-banking-mod-12","404","https://riseafricaskills.com/brick-making-business-banking-module-12.html"
